"","ID","5627","6062","10050","10794","827","20","339","7754","5461","2985","6356","4439","3735","9566","7206","15","6329","72","1718","1093","4543","461","885","649","1611","5561","437","1540","6435","5703","5718","309","6608","6361","6100","3543","3238","5987","399","6050","130","5014","6078","6063","10051","10795","7755","6357","4440","3388","6248","9567","77","7207","60","5792","5748","4544","462","650","441","938","1719","992","5626","438","2984","826","5300","5719","338","5460","6609","3544","3239","400","6051","9690","6328","6079","884","5015","1092","1610","74","6249","3389","5560","5793","1539","6434","5749","76","5702","442","939","308","6360","5986","993","F45EABA32F2E","F45EAB95E889","606405AA0722","209148E036DE","F45EAB9F7485","F45EAB08F8CD","9884E32091E7","A81B6A6463E9","F45EAB95EB7A","606405C9418C","A81B6A7A5C74","A81B6A641C8B","9884E320942F","606405AA0C73","F45EAB08F8A5","F45EAB95EA05","9884E320987A","F45EAB9C02DF","F45EABA254AA","606405CA407A","A81B6A646611","606405A9F0C5","F45EABA335D0","F45EAB9BFE45","209148E036E8","9884E3206135","606405B93FB6","9884E3209408","F45EAB95ED67","F45EAB95EA75","209148E036FB","A81B6A64D32A","A81B6A7AF0DD","A81B6A7B1BA5","A81B6A7B1B8D","606405C9517E","A81B6A7AF580","F45EAB9F74E4","F45EAB9C02DC","F45EAB9C48F6","A81B6A7A5B06"
"2018-07-03T12:30:00Z","","3.360454545454546","3.2","3.7231818181818186","1.7727272727272727","2.4881818181818187","1.7309090909090907","2.3581818181818184","3.4873913043478266","2.976086956521739","3.233181818181819","3.830869565217392","2.8813043478260876","2.6972727272727273","2.5609090909090906","3.8363636363636373","21.456818181818186","3.302727272727272","6.2155555555555555","3.473333333333333","3.442608695652173","3.4385000000000003","2.9072727272727272","3.0247826086956517","0.3582608695652173","3.0469565217391303","2.7636363636363637","3.3240909090909097","3.289130434782609","3.5004545454545455","3.4060869565217393","2.894545454545455","7.779545454545455","3.756086956521739","3.8000000000000003","4.496363636363636","4.27909090909091","2.649090909090909","3.4313043478260865","6.377727272727273","2.7586363636363633","8.698181818181817","5.210909090909092","","3.308260869565217","3.9931818181818186","0.5269565217391305","3.6127272727272737","4.132272727272727","2.639545454545454","3.4268181818181818","3.3208695652173925","1.670909090909091","4.86590909090909","3.4404347826086954","3.5991304347826083","3.3756521739130423","3.9378260869565214","2.652857142857143","6.103636363636365","2.5754545454545448","10.360000000000003","3.1030434782608696","4.565714285714286","3.9327272727272726","3.213636363636364","27.144090909090906","3.858260869565217","2.3791304347826094","2.347391304347826","2.930869565217391","2.6","2.877391304347826","4.085000000000001","4.123043478260869","3.196521739130435","3.572173913043478","2.4999999999999996","3.899130434782609","3.680434782608695","","3.6865217391304346","5.279130434782609","3.4408695652173913","3.152272727272728","9.632272727272726","2.9534782608695656","3.749565217391304","2.9830434782608695","3.6634782608695655","3.469545454545454","3.484090909090909","3.907272727272727","2.9321739130434774","3.4263636363636363","2.402173913043479","3.7468181818181807","4.436521739130436","3.4013636363636364","4.070454545454545","3.258260869565218","-1","0.8290000000000001","0.946451612903226","0.7679333333333335","","0.8148620689655174","0.9711999999999997","0.7531333333333332","0.9942333333333333","1.2737000000000003","2.2911","0.6539666666666669","1.2502333333333333","","","1.3464999999999998","1.3135333333333334","1.0766666666666667","1.3958000000000004","-1","0.18866666666666665","1.237633333333333","1.8796999999999995","0.5431333333333334","1.5556666666666665","1.5713666666666666","4996.757866666667","0.4986","0.9934333333333334","-1","2.563166666666666","-1","2.2497666666666665","0.8468666666666665","","-1","","2.0253333333333337","1.0994333333333335","-1","0.7534444444444444"
"2018-07-03T13:00:00Z","","4.4534782608695656","3.7240909090909087","4.608260869565217","3.061739130434783","3.123478260869566","2.093478260869565","2.9795454545454545","4.931428571428571","4.215","4.0865217391304345","4.8140909090909085","3.603636363636363","3.486521739130434","2.2399999999999998","4.931304347826086","25.47347826086956","3.9791304347826086","","4.4485","4.206363636363636","4.839130434782607","3.449565217391305","3.9404761904761907","0.405","4.419545454545453","3.6099999999999994","4.203636363636364","5.357272727272728","4.901739130434783","4.395454545454546","4.193478260869565","5.568695652173914","4.619545454545455","4.6840909090909095","4.255714285714285","3.869565217391304","3.63695652173913","4.088636363636364","4.269130434782608","3.968260869565218","10.303478260869566","5.294782608695652","","4.02909090909091","5.309130434782609","1.408181818181818","4.8182608695652185","4.925217391304348","3.486086956521739","4.005","4.336818181818182","1.9321739130434785","4.530000000000001","4.36","4.091363636363637","3.949130434782608","4.418181818181818","4.101739130434782","7.613913043478262","3.9130434782608696","10.470454545454542","3.986363636363636","2.8005000000000004","4.922173913043477","4.163636363636363","18.13565217391304","4.9036363636363625","3.161818181818182","3.2604545454545457","3.958181818181819","4.089545454545455","4.024090909090909","5.1213043478260865","3.566363636363636","4.178636363636364","4.585909090909091","3.6586363636363632","4.0563636363636375","4.321363636363636","","4.735454545454545","5.117727272727272","4.102727272727272","4.297391304347826","10.402608695652173","3.538636363636364","4.172272727272728","3.367272727272727","4.28590909090909","6.23695652173913","4.775217391304348","4.713043478260869","3.8927272727272726","4.262173913043479","2.394","4.471739130434783","5.039545454545454","4.419999999999999","4.714347826086957","3.7363636363636363","-1","1.9211666666666667","1.3521724137931035","0.6021","","2.2215172413793103","1.4311000000000003","1.487766666666667","1.6866999999999999","1.4896666666666667","2.337066666666667","0.7446333333333333","1.9940000000000002","","","1.3548333333333333","2.0666","1.4728999999999999","2.0896666666666666","-1","0.2174","1.7034666666666665","2.620800000000001","1.2028666666666665","2.6672333333333333","2.1058","4876.197333333332","0.2536333333333333","2.073933333333333","-1","3.1011666666666664","-1","2.6585666666666667","1.6030333333333333","","-1","","2.577200000000001","2.651233333333333","-1","0.6172307692307691"
"2018-07-03T13:30:00Z","","4.76","4.044782608695652","5.083181818181818","3.345","4.004999999999999","2.755","3.7599999999999993","5.276521739130433","4.625652173913042","4.497272727272728","4.921304347826086","4.556363636363636","4.121818181818181","2.6354545454545453","5.551363636363638","10.034545454545455","4.534999999999999","","4.318181818181819","4.910909090909092","5.66909090909091","3.995","4.271739130434782","0.6913043478260871","3.8481818181818186","4.63090909090909","4.338695652173912","6.021739130434781","5.7","4.718260869565217","5.7995652173913035","7.020454545454545","5.049565217391304","5.2504347826086954","4.014545454545455","4.972727272727273","4.4336363636363645","4.5056521739130435","4.506363636363637","4.231818181818182","10.678636363636365","5.232272727272727","","4.185217391304348","5.565454545454545","1.5656521739130438","5.283636363636362","5.089090909090908","4.464545454545455","4.368695652173913","5.464347826086957","2.105","4.936363636363637","5.2382608695652175","4.065652173913043","5.061363636363638","4.819565217391305","4.6922727272727265","8.047272727272729","4.28909090909091","10.475454545454546","4.155652173913043","2.595217391304348","5.472272727272728","4.411363636363637","18.31590909090909","5.271304347826088","3.7117391304347827","3.862173913043478","5.109090909090909","3.7882608695652182","4.567391304347827","5.409090909090909","4.96090909090909","4.995217391304348","5.045217391304349","4.258260869565219","4.453043478260869","4.9186956521739145","","4.921818181818182","4.964347826086956","5.158695652173913","4.130476190476191","10.307727272727274","3.9982608695652173","4.864545454545454","4.606521739130436","5.533043478260869","7.005454545454546","5.334545454545454","5.259545454545455","4.337391304347826","4.441363636363636","2.6904347826086954","4.763636363636363","5.9656521739130435","4.741818181818182","5.14","4.21304347826087","-1","2.4704000000000006","2.265774193548387","1.6558","","2.269","1.9713","1.373933333333333","2.2575333333333334","2.1886000000000005","2.7920999999999996","1.1628","2.2331","","","2.424966666666667","2.637033333333333","2.055133333333333","2.6843999999999997","-1","0.5905999999999999","2.584166666666667","2.3541000000000003","1.696233333333333","3.1009","2.1817","4667.755066666667","0.8395666666666668","3.1954999999999996","-1","3.061233333333333","-1","3.107766666666666","1.4927","","-1","2.1376666666666666","2.8176","2.9774000000000003","-1","0.7"
"2018-07-03T14:00:00Z","","3.79","3.8677272727272722","4.015217391304348","2.7030434782608697","4.1726086956521735","3.0960869565217393","4.196363636363637","4.5285","4.43409090909091","3.378695652173914","4.021818181818182","4.870952380952382","3.65695652173913","3.2091304347826086","5.665217391304348","16.21173913043478","4.311304347826086","","3.108181818181818","5.403478260869566","5.705217391304347","4.120434782608696","3.491818181818182","0.545909090909091","2.512272727272727","4.9308695652173915","3.6581818181818178","6.283181818181817","5.389565217391304","5.257727272727272","5.163125","6.786956521739131","4.45090909090909","4.474545454545455","4.153478260869565","4.822608695652173","4.381739130434782","4.2304545454545455","3.3865217391304356","3.9369565217391314","10.066521739130437","4.323478260869566","","3.9722727272727267","4.557391304347826","1.3022727272727272","4.514347826086956","4.275652173913044","4.871739130434783","4.644090909090909","5.449090909090909","2.869565217391304","4.886521739130435","5.081818181818182","3.606363636363636","5.348260869565218","5.408181818181817","4.739090909090909","8.411739130434782","3.7791304347826093","12.389545454545457","3.7236363636363636","9.562727272727273","5.7434782608695665","3.526521739130434","16.395217391304346","4.126818181818181","3.925454545454546","3.447727272727273","4.722352941176471","4.549545454545455","3.821363636363636","4.857826086956522","4.829130434782608","4.915909090909091","4.033636363636365","3.557727272727273","6.015909090909091","4.755454545454546","","4.1436363636363645","3.761363636363636","5.505454545454545","2.999565217391304","9.391739130434784","4.248636363636364","4.861739130434783","5.008636363636364","5.929545454545454","6.740454545454548","5.079090909090909","5.799565217391305","4.6477272727272725","5.164782608695651","2.84590909090909","4.106086956521739","6.40590909090909","4.340000000000001","4.999130434782609","4.678181818181818","-1","2.700366666666667","1.9265161290322579","1.9430333333333334","","2.016551724137931","2.1708","0.6717000000000001","1.5596999999999999","2.0090666666666666","2.836466666666667","1.5899999999999999","1.7146666666666666","","","2.3787","1.5440666666666665","2.0340666666666665","2.269866666666667","-1","0.6517","1.275433333333333","3.2663333333333333","1.7103","2.4105999999999996","1.3805333333333334","4716.266310344828","1.133833333333334","2.6682333333333332","-1","1.9078666666666664","-1","3.2324999999999995","1.0761","","-1","2.5160540540540546","2.089933333333333","2.3466333333333327","-1","0.7360714285714287"
"2018-07-03T14:30:00Z","","2.884545454545454","3.610454545454546","2.774090909090909","1.954090909090909","3.4513636363636366","2.6181818181818186","4.086956521739131","3.958260869565217","3.3154545454545454","2.516363636363636","3.0239130434782613","4.411818181818181","3.190909090909091","3.997272727272727","4.809090909090909","8.861818181818181","4.143181818181817","","2.217272727272727","4.916818181818181","4.668636363636363","2.9895454545454543","2.187391304347826","0.4230434782608696","2.1965217391304344","4.541363636363638","2.2626086956521747","5.317826086956522","3.9468181818181822","5.39695652173913","4.704500000000001","6.115454545454545","3.335217391304348","3.3943478260869555","3.895","3.940909090909091","3.5304545454545457","4.063478260869566","2.5190909090909095","3.1140909090909092","8.97681818181818","3.39","","3.6291304347826085","3.356363636363636","0.8","4.069545454545454","3.034090909090909","4.398636363636364","3.2652173913043474","5.187826086956522","2.913636363636364","4.035454545454545","4.39304347826087","2.8717391304347832","5.003636363636364","5.425652173913043","3.7995652173913044","6.269090909090909","2.5481818181818188","12.009565217391303","2.4982608695652173","1.7886956521739128","4.206818181818182","2.725454545454545","15.912727272727274","3.2891304347826082","2.9543478260869565","3.1917391304347826","4.786315789473684","4.1921739130434785","2.3565217391304345","3.7163636363636368","3.997727272727273","4.124347826086956","3.0191304347826087","3.1204347826086956","16.60363636363636","4.6460869565217395","","2.8526086956521732","2.993913043478261","5.064782608695652","2.438181818181818","8.382272727272728","4.029565217391305","3.688636363636364","4.554347826086956","5.709130434782609","4.952173913043479","3.7177272727272723","5.740000000000001","4.5734782608695665","5.023181818181819","2.3969565217391313","2.803636363636364","5.904347826086956","2.9099999999999997","4.752272727272726","3.633478260869565","-1","1.764066666666667","1.2027499999999998","1.7339","","1.1595172413793102","1.4313333333333336","0.03203333333333333","0.8596333333333332","1.056","2.169766666666667","1.5813333333333335","0.8574666666666667","","","4.446766666666667","0.6397333333333334","1.5244333333333335","1.2786333333333333","-1","0.3460333333333333","0.26793333333333336","2.1379333333333337","0.8118333333333335","1.6852666666666667","0.33829999999999993","4730.430600000001","0.45376666666666665","1.809533333333333","-1","0.7306","-1","3.066699999999999","0.4781000000000001","","-1","1.9711739130434784","1.2618333333333334","1.4833","-1","0.4282857142857143"
"2018-07-03T15:00:00Z","","2.324782608695652","3.2604545454545457","1.9686956521739127","1.3917391304347828","2.5149999999999997","2.3673913043478265","2.766818181818181","2.2540909090909094","2.5356521739130433","2.1082608695652167","2.0936363636363637","3.3845454545454543","1.558695652173913","3.3313043478260878","3.66391304347826","6.569565217391304","3.574782608695652","","1.9608695652173918","3.5760869565217384","2.9195652173913045","2.573478260869565","1.6300000000000003","0.5422727272727275","1.6631818181818188","3.200434782608696","1.7981818181818179","2.38909090909091","2.765454545454545","4.168636363636364","2.9145454545454546","5.157826086956519","3.200909090909091","2.9268181818181818","2.8926086956521733","3.0778260869565206","2.680434782608696","3.7063636363636365","1.963913043478261","1.7291304347826089","7.505652173913044","2.1595652173913047","","3.497727272727272","2.468695652173913","0.45909090909090905","2.4117391304347824","2.2304347826086954","2.9617391304347827","2.505454545454545","3.6263636363636356","1.9952173913043478","3.8086956521739133","3.2881818181818185","2.4754545454545447","3.532608695652174","4.142727272727272","2.403181818181818","5.323913043478261","2.23","10.13090909090909","1.8654545454545455","1.1509090909090913","3.2456521739130433","2.198695652173913","20.227391304347826","2.595909090909091","2.0172727272727276","1.5927272727272728","2.2386363636363633","2.8481818181818186","2.352727272727273","3.5843478260869572","3.1043478260869564","3.137272727272727","2.9318181818181817","1.7159090909090906","4.234545454545454","4.097727272727273","","2.0381818181818177","2.32","3.743636363636364","1.79","8.333478260869564","2.6286363636363634","3.170434782608696","3.3172727272727274","4.001363636363636","2.6350000000000002","2.740434782608695","4.478695652173914","3.610909090909091","4.006086956521739","1.9872727272727275","2.150434782608696","4.718181818181818","2.4068181818181817","4.414347826086956","2.6704545454545454","-1","1.5047333333333333","0.6031612903225806","0.9360999999999999","","0.29007142857142865","0.8635000000000002","0.005266666666666667","0.6330333333333332","0.6620666666666667","2.3802999999999996","0.9064666666666665","0.5402666666666666","","","1.1052666666666664","0.1778","0.7739333333333333","0.8673666666666667","-1","0.09169999999999999","0.03579999999999999","1.516533333333333","0.1917","1.6372333333333335","0.3816999999999999","4799.104366666667","0.47186666666666677","0.9298333333333334","-1","0.3848999999999999","-1","1.6035","0.14843333333333333","","-1","0.8220416666666663","0.7100333333333335","0.7611","-1","0.20021428571428573"
"2018-07-03T15:30:00Z","","2.360909090909091","2.3391304347826085","1.966818181818182","1.103181818181818","1.4613636363636362","0.990909090909091","1.7104347826086959","2.3147826086956518","1.871818181818182","1.96","1.8426086956521741","2.268695652173913","1.3831818181818183","2.6704545454545454","2.389047619047619","7.3972727272727266","2.847272727272727","","2.0808695652173914","2.5981818181818177","2.213181818181818","1.5786363636363634","1.285238095238095","0.6108695652173912","1.34","2.401363636363637","1.967826086956522","2.1536363636363642","2.1709523809523814","2.82","2.0969565217391306","4.66090909090909","3.0069565217391307","2.3486363636363645","1.9631818181818181","2.1427272727272726","1.697272727272727","3.006086956521739","1.875","1.629090909090909","7.057727272727272","2.58","","2.502727272727273","2.2459090909090915","0.41130434782608694","2.637272727272727","2.2922727272727275","2.1686363636363635","2.1156521739130434","1.277826086956522","2.205909090909091","3.3881818181818177","2.034782608695652","2.1456521739130436","2.478636363636363","2.69608695652174","1.7154545454545456","5.424090909090909","1.5131818181818182","9.156521739130435","1.713913043478261","8.077499999999999","2.5145454545454546","2.4186363636363635","18.845","2.754782608695652","1.2756521739130435","1.4504347826086956","2.095","2.746521739130435","1.7239130434782608","3.228181818181817","2.0645454545454545","2.001304347826087","2.2769565217391308","1.492173913043478","4.334347826086957","3.29304347826087","","1.8272727272727272","2.5682608695652167","2.6269565217391304","1.7522727272727272","7.815","1.2343478260869565","2.4959090909090906","2.4352173913043473","2.9843478260869567","2.8734782608695655","2.1350000000000002","3.076363636363636","2.3795652173913044","2.6768181818181813","1.3056521739130433","2.0477272727272724","3.5447826086956526","2.0316666666666667","3.466363636363636","2.242173913043479","-1","0.8216","0.33766666666666667","0.24096666666666663","","0.04810344827586207","0.11646666666666669","0.050600000000000006","0.4663333333333333","0.48059999999999997","1.6830999999999998","0.35036666666666666","0.6337333333333334","","","0.6293666666666666","0.08663333333333334","0.13232258064516128","0.45633333333333337","-1","0.0125","0","1.0067","0.051833333333333335","0.7321333333333333","0.36773333333333336","4802.674166666667","0.17729999999999999","0.3522333333333333","-1","0.7417666666666667","-1","0.44483333333333325","0.20286666666666664","","-1","0.57875","0.6744999999999999","0.434","-1","0.4419375"
"2018-07-03T16:00:00Z","","37.67608695652174","2.0913636363636368","1.9634782608695651","1.151304347826087","1.4695652173913039","0.9521739130434782","1.4231818181818183","2.3404545454545453","1.9704347826086959","1.939130434782608","2.081818181818181","1.8995238095238092","1.5395652173913041","2.287391304347826","2.323913043478261","8.77304347826087","2.4069565217391298","","2.230952380952381","2.230869565217391","2.3691304347826083","1.8969565217391302","1.3621739130434782","0.4881818181818181","1.5795454545454548","1.8165217391304351","2.758636363636363","4.395652173913044","2.090909090909091","2.112727272727273","3.009565217391305","4.153478260869565","2.5263636363636364","2.753478260869565","1.4313043478260867","2.033478260869565","1.4395652173913043","2.5604545454545455","1.7856521739130435","1.8404347826086953","7.550869565217391","2.3000000000000003","","2.3104347826086955","2.33695652173913","0.5127272727272729","2.5530434782608697","2.266086956521739","1.9045454545454545","2.2804545454545453","1.63","1.8986956521739131","3.4208695652173917","2.1531818181818183","2.5436363636363635","2.2691304347826087","2.314090909090909","1.7886363636363638","4.599130434782609","2.1391304347826083","9.234090909090908","1.7327272727272727","1.3556521739130432","2.574782608695652","36.041739130434784","17.041304347826088","2.4618181818181823","1.1931818181818181","1.5799999999999998","2.038636363636363","3.2836363636363632","1.862727272727273","2.7021739130434783","2.109565217391304","1.9209090909090911","2.5490909090909093","1.7304545454545457","3.9513636363636366","2.695909090909091","","1.7422727272727272","1.7840909090909087","2.1977272727272728","1.787826086956522","7.878260869565219","0.8600000000000001","2.6452173913043477","1.9722727272727274","2.608181818181818","5.255454545454545","1.8604347826086953","2.430869565217391","1.7227272727272733","2.134782608695652","0.7913636363636364","1.9847826086956522","3.435454545454544","2.2849999999999997","3.0282608695652176","2.2754545454545454","-1","0.5075666666666667","0.4758125","0.037620689655172415","","0.07179310344827586","0.01576666666666667","0.0485","0.2663666666666667","0.38806666666666667","0.9394666666666666","0.08151612903225806","0.4112","","","0.18319999999999997","0.0211","0.10973333333333334","0.6355000000000001","-1","0","0.014633333333333333","0.9866333333333331","0.05796551724137931","1.1499333333333333","0.43613333333333326","4769.475133333335","0.04523333333333334","0.43419999999999986","-1","0.2948333333333333","-1","0.3054333333333333","0.029133333333333334","","-1","0.25980000000000003","0.6476000000000001","0.5384","-1","0.4931176470588236"
"2018-07-03T16:30:00Z","","17.300909090909087","1.7778260869565217","2.286818181818181","1.1922727272727272","1.2936363636363637","1.0322727272727272","1.4447826086956523","2.37","2.0866666666666664","2.106363636363636","2.236521739130435","1.980869565217391","1.725","2.1681818181818184","2.419545454545455","5.211818181818182","1.9422727272727272","","2.0863636363636364","2.394090909090909","2.322727272727273","1.8272727272727278","1.6886363636363635","0.7359090909090912","1.5169565217391305","2.1759090909090903","1.9717391304347827","5.743181818181817","2.2226086956521742","2.44","5.237272727272727","4.461818181818182","2.541304347826087","2.9372727272727275","1.2559090909090909","2.7486363636363635","1.5590909090909089","2.10695652173913","1.7495454545454547","1.8686363636363639","7.848181818181818","2.5459090909090905","","1.8949999999999998","2.7009090909090907","0.42391304347826086","2.62","2.315909090909091","1.8352173913043481","2.058260869565218","2.4999999999999996","1.9209090909090905","3.1318181818181823","2.294782608695652","2.653478260869565","2.4640909090909084","2.57695652173913","1.7108695652173913","4.010454545454545","1.882272727272727","11.507826086956522","1.4004347826086956","1.195","2.2631818181818177","16.71318181818182","16.262272727272727","2.556521739130435","1.0217391304347827","1.6256521739130434","4.7700000000000005","2.843913043478261","1.896818181818182","2.8540909090909086","2.8427272727272723","1.9017391304347826","2.118260869565218","1.713913043478261","3.390434782608696","2.3939130434782605","","2.1665217391304346","1.7139130434782606","2.4091304347826084","1.8695454545454544","9.970454545454544","1.3899999999999997","2.4922727272727276","2.1360869565217384","2.9478260869565216","6.835217391304348","2.2750000000000004","2.7940909090909094","2.0443478260869563","2.295454545454546","0.6260869565217392","2.1254545454545455","3.556521739130435","2.23608695652174","2.5095454545454543","2.2491304347826087","-1","0.014366666666666666","0.2344666666666666","0.05636666666666666","","0.402448275862069","0.018500000000000003","0.013900000000000001","0.3106666666666667","0.09546666666666666","0.5984333333333333","0","0.43330000000000013","","","0.2807666666666667","0.015838709677419356","0.10953333333333333","0.38123333333333337","-1","0.0059","0.022866666666666667","1.0416129032258061","0.010535714285714285","0.6216333333333335","0.41586666666666666","4739.369533333333","0.0889","0.16486666666666663","-1","0.24480000000000002","-1","0.3067333333333334","0.06280000000000001","","-1","0.262","0.49386666666666656","0.7876206896551727","-1","0.21149999999999994"
"2018-07-03T17:00:00Z","","2.7321739130434786","1.7854545454545454","2.256086956521739","1.3130434782608695","1.2865217391304349","1.1182608695652172","1.3686363636363637","2.723181818181818","1.9482608695652175","1.9747826086956521","2.2522727272727274","1.919545454545454","1.8269565217391313","2.0973913043478256","2.402272727272728","7.896521739130435","1.8626086956521741","","2.1539130434782607","2.2654545454545456","2.3739130434782605","1.6256521739130434","1.283913043478261","1.748695652173912","1.6995454545454545","2.0254545454545445","1.5656521739130433","3.405909090909091","2.409545454545454","2.4604545454545454","2.8454545454545457","3.9317391304347824","3.049090909090909","2.4456521739130435","0.7921739130434784","3.5852173913043477","1.443913043478261","2.032272727272727","1.8543478260869568","2.052173913043478","7.684347826086956","2.3947826086956523","","1.7726086956521738","2.627391304347826","0.34681818181818186","2.8252173913043475","2.2134782608695653","1.7145454545454546","2.026363636363637","2.3186363636363643","1.7213043478260868","3.1331818181818183","2.307272727272727","4.016818181818182","2.304782608695652","2.3963636363636365","1.9204545454545459","3.8547826086956514","1.6886956521739132","9.662727272727272","1.4504545454545454","4.9165217391304346","2.4621739130434785","2.3747826086956523","14.831363636363635","2.641818181818182","0.9118181818181817","1.7850000000000001","2.217727272727273","2.1447826086956527","1.7363636363636366","3.4499999999999984","3.1990909090909088","1.9431818181818181","2.298181818181818","1.8890909090909092","2.708181818181818","2.075909090909091","","1.9568181818181818","2.6877272727272725","2.3382608695652176","1.9908695652173913","7.955652173913043","1.9817391304347822","2.447826086956522","2.085","2.7077272727272725","4.41","2.3504347826086955","2.782173913043478","2.058181818181818","2.1308695652173917","0.46181818181818185","2.0017391304347822","3.502727272727273","2.11","2.4060869565217393","2.5422727272727275","-1","0.010633333333333333","0.2263333333333333","0.006066666666666666","","1.084666666666667","0.041299999999999996","0.016466666666666668","0.7145333333333335","0.17753333333333335","0.6655333333333332","0.025500000000000002","0.5016","","","2.138933333333334","0.036800000000000006","0.11333333333333333","0.47989999999999994","-1","0","0.021033333333333334","0.8052333333333331","0.02096551724137931","0.5924666666666668","0.5490625","4759.9200666666675","0.0111","0.7983999999999999","-1","0.142","-1","0.2753","0.23790000000000006","","-1","0.49387499999999995","0.6824333333333333","0.5329","-1","0.030869565217391308"
"2018-07-03T17:30:00Z","","2.0209090909090914","1.84","1.9472727272727275","1.3595454545454544","1.2786363636363638","0.9131818181818182","1.2178260869565216","2.166086956521739","2.0718181818181813","1.7895454545454548","1.9399999999999995","2.00695652173913","1.3931818181818179","1.8186363636363638","2.3036363636363633","12.064545454545454","1.8190909090909086","","1.8213636363636367","2.13304347826087","2.4821739130434786","1.5677272727272724","1.9004545454545458","0.16000000000000003","1.4521739130434779","1.6950000000000003","1.458181818181818","1.338695652173913","2.3339130434782613","2.3754545454545455","2.255909090909091","3.1231818181818185","3.447826086956521","2.5081818181818183","0.509090909090909","3.251304347826087","1.6586363636363637","1.8713043478260871","1.5236363636363637","1.5700000000000003","7.250909090909091","2.158181818181818","","1.8368181818181817","2.244545454545454","0.3591304347826087","2.4486363636363637","2.115909090909091","1.5995652173913046","1.8913043478260867","2.220434782608695","1.7","3.143478260869565","2.204782608695652","71.49304347826087","2.0349999999999997","2.2991304347826094","2.0404347826086955","4.0227272727272725","1.862727272727273","8.03391304347826","1.3021739130434784","0.8968181818181818","2.897727272727273","1.9768181818181816","13.59391304347826","2.4552173913043482","0.9034782608695653","1.4295652173913045","2.0817391304347828","1.1099999999999997","1.848695652173913","3.946363636363636","3.234090909090909","2.0126086956521743","4.066521739130436","1.306521739130435","2.810869565217391","2.163913043478261","","2.2886956521739132","2.3930434782608687","2.412272727272727","1.3431818181818183","8.185454545454546","1.9940909090909096","2.104090909090909","1.9439130434782605","2.5943478260869566","1.8169565217391304","2.380454545454546","2.454545454545454","1.527391304347826","2.2069565217391305","0.520909090909091","1.8595454545454544","3.2230434782608692","2.173913043478261","2.2581818181818183","2.4334782608695655","-1","0.004633333333333334","0.12996774193548385","0","","0.09762068965517243","0.017066666666666667","0.0019666666666666665","3.7991333333333333","0.1804333333333333","0.7419999999999999","0.0164","0.4837666666666667","","","1.0222666666666664","0.015733333333333332","0.060399999999999995","0.5621000000000003","-1","0","0","0.7985000000000001","0.014633333333333333","0.7496666666666666","0.24993333333333334","4745.260966666666","0.009200000000000002","0.4363000000000001","-1","0.06089999999999999","-1","0.6921999999999999","0.1681","","-1","0.5225","0.4991666666666666","0.24793103448275863","-1","0.1654545454545455"
"2018-07-03T18:00:00Z","","1.87304347826087","1.7468181818181818","1.8613043478260871","1.321304347826087","1.1304347826086956","1.1421739130434783","1.0986363636363636","1.8818181818181818","1.7969565217391303","1.72695652173913","1.7199999999999998","1.852727272727273","1.190869565217391","1.9686956521739127","2.138260869565218","17.432173913043474","1.753913043478261","","1.807391304347826","2.2940909090909094","2.334545454545454","1.2856521739130433","0.9291304347826086","0.16000000000000006","1.9877272727272732","1.7117391304347829","1.2382608695652175","1.1522727272727273","2.097272727272727","2.1","2.263478260869565","3.271304347826087","3.1900000000000004","2.416956521739131","3.6230434782608696","1.9272727272727275","1.5382608695652176","1.7890909090909088","1.3682608695652179","1.5117391304347827","7.008260869565217","1.9565217391304344","","1.6917391304347829","2.2695652173913046","0.47","2.0647826086956527","1.8543478260869568","1.5695454545454546","1.74","2.6577272727272727","1.673913043478261","2.6854545454545455","1.991363636363637","6.991363636363636","1.9491304347826088","2.289090909090909","1.8421739130434784","3.967391304347826","1.2913043478260873","7.765454545454546","0.7918181818181818","0.79","2.5513043478260866","1.7465217391304348","12.061363636363637","2.3286363636363636","1.0013636363636365","1.1686363636363633","2.1459090909090905","1.1591304347826088","1.803181818181818","3.630434782608695","2.016521739130435","2.045000000000001","2.240909090909091","1.2149999999999999","3.369090909090909","2.0259090909090904","","1.2513636363636365","2.3959090909090905","2.3104545454545455","1.743478260869565","7.96913043478261","2.0939130434782607","1.962173913043478","1.8590909090909087","2.3572727272727274","1.6245454545454543","2.172608695652174","2.5073913043478258","1.6","2.149545454545455","1.2113043478260872","1.6378260869565215","3.2204545454545452","1.9627272727272727","2.1578260869565216","2.2972727272727274","-1","0.04563333333333333","0.07896666666666666","3.212733333333334","","0.4322068965517241","0.03833333333333333","0","0.5003333333333333","0.06259999999999999","0.44586666666666663","0.20836666666666664","0.22523333333333337","","","0.0934","0.009200000000000002","0.0072","0.20303333333333337","-1","0","0","0.4297666666666667","0.0164","0.4780333333333333","0.06393333333333334","4572.912266666666","0.13413333333333333","0.17060000000000003","-1","0.26086666666666664","-1","0.7969","0.18753333333333339","","-1","","0.32423333333333326","0.12060000000000001","-1","0.04616666666666667"
